time_s,acc_DOF1_mps2,acc_DOF2_mps2,acc_DOF3_mps2,acc_DOF4_mps2
0.935,-0.00962244,-0.00713635,-0.00699548,-0.00177038
0.94,-0.01064246,-0.00751105,-0.00513067,-0.00500081
0.945,-0.01131441,-0.0090729,-0.00678952,-0.00454319
0.95,-0.0106687,-0.01053979,-0.00739479,-0.00633711
0.955,-0.01301133,-0.00986515,-0.00883645,-0.00499703
0.96,-0.00865998,-0.00700373,-0.0076053,-0.00562769
0.965,-0.00936445,-0.00716405,-0.00674276,-0.00453993
0.97,-0.00698876,-0.0073858,-0.00578929,-0.00320118
0.975,-0.00749,-0.00708355,-0.00426299,-0.00314307
0.98,-0.00700534,-0.0027534,-0.00177102,-0.00051607
0.985,-0.00616134,-0.00335814,0.00018648,0.00070825
0.99,-0.00218628,-0.00275114,0.00057166,0.00477455
0.995,-0.00402163,0.00150164,0.00074687,0.00470238
1.0,-0.00058612,0.00279286,0.00113128,0.0045721
1.005,0.00055493,0.00357986,0.00498321,0.007853
1.01,0.0013746,0.00460372,0.00648971,0.00975282
1.015,0.00447341,0.00777169,0.00799188,0.01045747
1.02,0.00516341,0.00724877,0.00975797,0.01030869
1.025,0.00661778,0.0077177,0.00987674,0.01121852
1.03,0.00846855,0.00948958,0.0128925,0.01387857
1.035,0.00662755,0.00948249,0.01332663,0.01353532
1.04,0.0082581,0.01129429,0.01316735,0.01391361
1.045,0.01006324,0.01190441,0.01151144,0.01601546
1.05,0.01066409,0.0146216,0.01371498,0.01451048
1.055,0.01380481,0.0127039,0.01501395,0.01727194
1.06,0.01348157,0.01364195,0.01664631,0.01707667
1.065,0.01632296,0.01691556,0.02031263,0.01622383
1.07,0.01624588,0.0162806,0.01923382,0.019269
1.075,0.01820424,0.01753802,0.01807989,0.01693733
1.08,0.02024028,0.01968655,0.0192045,0.02031675
1.085,0.02019835,0.02085299,0.01832141,0.01893027
1.09,0.02033335,0.02071,0.02116531,0.01868837
1.095,0.02067224,0.02276016,0.02089558,0.02036433
1.1,0.02060298,0.02120223,0.02169456,0.01910238
1.105,0.02156198,0.01908998,0.01983236,0.0190827
1.11,0.01892846,0.02023446,0.0175753,0.01623019
1.115,0.01865794,0.01989139,0.01723708,0.01651597
1.12,0.0165743,0.01654497,0.01413184,0.0132762
1.125,0.01651071,0.0146764,0.01489777,0.01168894
1.13,0.01364079,0.01405074,0.010766,0.00826453
1.135,0.01318578,0.01114639,0.00713381,0.00765585
1.14,0.00950531,0.01042977,0.00646517,0.00488473
1.145,0.0071017,0.00567635,0.00449612,0.00200564
1.15,0.00525801,0.00335596,0.00190103,6.964e-05
1.155,0.00430436,0.00278067,0.00065355,0.00058543
1.16,0.00364145,0.00187005,0.00024156,0.00052925
1.165,0.00316793,0.0019954,-0.00266922,-0.00249737
1.17,0.00039215,0.00071153,-9.593e-05,-0.00289278
1.175,0.00310833,0.00012511,0.00011349,-0.00375385
1.18,0.00271468,0.00193652,0.00043761,-0.0019542
1.185,0.00560692,0.00177197,0.00011196,-0.00391977
1.19,0.00635472,0.00270975,0.00026573,0.00103949
1.195,0.00687589,0.00420909,0.00100894,0.00113333
1.2,0.00610903,0.00398023,0.00451048,-0.00040834
1.205,0.0083206,0.00658592,0.00645937,0.00297022
1.21,0.00655361,0.00609405,0.00523523,0.00373562
1.215,0.01020134,0.00551701,0.00533935,0.00481561
1.22,0.0110544,0.00955971,0.00544814,0.00507481
1.225,0.01114647,0.00874877,0.00635754,0.00456009
1.23,0.00818068,0.00556443,0.0060196,0.00274695
1.235,0.00809157,0.005507,0.00366053,0.00230387
1.24,0.00588589,0.00486939,0.00296058,0.00061941
1.245,0.00463756,0.00399302,0.00294452,-0.00157578
1.25,0.00483773,0.00225751,-0.00345899,-0.00363259
1.255,0.00101275,0.00014561,-0.00264978,-0.00443673
1.26,0.00023357,-0.00362294,-0.00568688,-0.00822887
1.265,-0.00264135,-0.00493238,-0.00685636,-0.00979676
1.27,-0.00357671,-0.0059113,-0.00747592,-0.0103109
1.275,-0.00619149,-0.00803298,-0.01024956,-0.01344906
1.28,-0.00681568,-0.00867699,-0.01051129,-0.01430847
1.285,-0.00931291,-0.01145116,-0.01387993,-0.01501002
1.29,-0.01108205,-0.0133023,-0.01325467,-0.01647644
1.295,-0.01201345,-0.01324094,-0.01575157,-0.01709315
1.3,-0.01307828,-0.01615068,-0.01659349,-0.01901863
1.305,-0.01358311,-0.0167427,-0.01611108,-0.01741688
1.31,-0.01417171,-0.01615385,-0.01692116,-0.02024482
1.315,-0.01612581,-0.01659619,-0.01718851,-0.0183471
1.32,-0.01656288,-0.01664609,-0.01811024,-0.01924114
1.325,-0.01573742,-0.0172898,-0.01654227,-0.01736498
1.33,-0.01583633,-0.01704589,-0.01864809,-0.01880312
1.335,-0.01854455,-0.01476999,-0.01893815,-0.01790644
1.34,-0.01792352,-0.01819768,-0.01848604,-0.01938548
1.345,-0.0190142,-0.01954015,-0.01804209,-0.0179991
1.35,-0.01908393,-0.01809983,-0.01845261,-0.01613207
1.355,-0.01904863,-0.0181502,-0.0190539,-0.01607385
1.36,-0.01917204,-0.0178762,-0.01712069,-0.0164495
1.365,-0.01844791,-0.01838753,-0.01564992,-0.01472774
1.37,-0.01783748,-0.01867127,-0.01742955,-0.01551961
1.375,-0.01794912,-0.01627848,-0.0163259,-0.01265708
1.38,-0.01680284,-0.01771066,-0.01475893,-0.01517308
1.385,-0.01638535,-0.01496149,-0.0135106,-0.01144926
1.39,-0.01460578,-0.01348953,-0.00980205,-0.00825237
1.395,-0.01372747,-0.00993863,-0.01116149,-0.0084746
1.4,-0.00929231,-0.01160304,-0.00709169,-0.00701361
1.405,-0.00912689,-0.00766287,-0.00405864,-0.00464856
1.41,-0.00723506,-0.00500541,-0.00414029,-0.00279359
1.415,-0.00551335,-0.00380426,-0.00126309,-0.00118408
1.42,-0.0043802,-0.00203724,-0.0007779,0.00109185
1.425,-0.00268804,-0.00178722,-0.00014814,0.00295709
1.43,-0.00282795,0.00101769,0.00180319,0.00214887
1.435,-0.00087204,0.00060202,0.0029207,0.00513176
1.44,-0.00131894,-6.446e-05,0.00175311,0.00316947
1.445,-0.00186102,0.00077513,0.00221731,0.00348333
1.45,-0.00234338,0.00036232,0.00122509,0.00244584
1.455,-0.00251623,-0.0009889,-7.505e-05,0.00357462
1.46,-0.00246745,-0.00160479,0.00021887,0.00236774
1.465,-0.0043887,-0.00176371,0.00075578,0.00094006
1.47,-0.00495488,-0.00277672,-0.00220533,-0.00122203
1.475,-0.00541581,-0.00609686,-0.00092222,-4.766e-05
1.48,-0.00685213,-0.00514084,-0.0015846,-0.00246554
1.485,-0.00862387,-0.00615589,-0.0039215,-0.00282335
1.49,-0.00737228,-0.00542432,-0.0044329,-0.00014658
1.495,-0.00857484,-0.00643399,-0.00279798,-0.00148753
1.5,-0.00599698,-0.00495141,-0.00334439,-0.00104236
1.505,-0.00591328,-0.00257116,-0.00152289,0.00164583
1.51,-0.00307301,-0.00044396,0.00149217,0.00330657
1.515,-0.00099537,-7.334e-05,0.0022686,0.00262242
1.52,0.00067477,0.00193633,0.00509581,0.00712064
1.525,0.00134359,0.0039115,0.0066409,0.00833193
1.53,0.00524509,0.00613689,0.00936698,0.00943291
1.535,0.00528022,0.01033114,0.01027962,0.01274961
1.54,0.00826148,0.01039308,0.01329591,0.01491218
1.545,0.01271442,0.01422669,0.01531014,0.01783918
1.55,0.01465043,0.01589081,0.01674749,0.01954539
1.555,0.01681246,0.01752876,0.02017294,0.02054552
1.56,0.01709066,0.01683375,0.01818484,0.02029155
1.565,0.01545824,0.01805534,0.02071279,0.02003313
1.57,0.01825361,0.0177107,0.01957263,0.02173926
1.575,0.01826247,0.01949152,0.02170441,0.02173202
1.58,0.01729623,0.02043158,0.01908089,0.01989235
1.585,0.01814358,0.01992589,0.01808307,0.01965183
1.59,0.01849479,0.01928451,0.01839552,0.01936975
1.595,0.01703527,0.01917108,0.01828241,0.01606572
1.6,0.0179021,0.01772634,0.01687402,0.01581004
1.605,0.01699835,0.01562895,0.0182275,0.01451514
1.61,0.01633043,0.01775614,0.01645467,0.01549855
1.615,0.01826794,0.01585581,0.01418509,0.01480121
1.62,0.01729778,0.0154014,0.01334653,0.01441024
1.625,0.01679211,0.01389475,0.01476917,0.01095956
1.63,0.01537955,0.0136329,0.01269509,0.01078329
1.635,0.01479001,0.01488184,0.01290415,0.01141511
1.64,0.01589814,0.0130665,0.01186641,0.0104156
1.645,0.01574927,0.01347329,0.0122184,0.00988152
1.65,0.01415461,0.00976143,0.01062435,0.00793671
1.655,0.01202237,0.00982473,0.00807718,0.00687203
1.66,0.01150891,0.00750675,0.00734302,0.00450748
1.665,0.00827932,0.00792512,0.00530902,0.00292646
1.67,0.00692839,0.00626098,0.00407246,0.00095543
1.675,0.00528885,0.00421989,0.00291824,-0.00054549
1.68,0.00508251,0.00204159,0.00371966,-0.00192432
1.685,0.00237233,0.00163198,-0.00131733,-0.00152446
1.69,0.0037049,-0.00020115,-0.00147034,-0.00405805
1.695,0.00087934,0.00060229,-0.00174124,-0.00539742
1.7,0.00168489,-0.00040103,-0.00286122,-0.00582763
1.705,-0.00022075,-0.00278072,-0.00328442,-0.00585682
1.71,-0.00262191,-0.00116126,-0.0036504,-0.00452491
1.715,-0.00031171,-0.00169551,-0.00251703,-0.00498598
1.72,0.00059943,0.00180251,-0.00333022,-0.00472044
1.725,0.0027499,-0.00153449,-0.00352786,-0.00564137
1.73,0.00239502,0.00071264,-0.00094361,-0.00476166
1.735,0.00376375,0.0021456,-0.00094163,-0.00254085
1.74,0.00428351,0.00212525,0.00058237,-0.00288498
1.745,0.00413838,0.00120705,0.00120525,-0.00064758
1.75,0.00468201,0.00313904,-0.00058842,6.16e-05
1.755,0.0044645,0.00307796,0.00216312,-0.00148363
1.76,0.00590198,0.00280503,0.00078507,-0.00046774
1.765,0.00281474,0.00259713,0.00012423,-0.0006802
1.77,0.00277406,0.00054251,-0.00067175,-0.00286871
1.775,0.00033326,-0.00078678,-0.0012675,-0.00437277
1.78,-0.00121811,-0.001733,-0.00622563,-0.00819923
1.785,-0.00251281,-0.00441424,-0.00626273,-0.00902872
1.79,-0.00504193,-0.00834395,-0.0085604,-0.01197639
1.795,-0.00754725,-0.00913801,-0.01291852,-0.01317505
1.8,-0.00913528,-0.01030329,-0.01502602,-0.01456301
1.805,-0.01359865,-0.01554288,-0.0141585,-0.01633811
1.81,-0.0154218,-0.01611841,-0.01711945,-0.01868379
1.815,-0.01435563,-0.01758117,-0.02245154,-0.02068656
1.82,-0.01898799,-0.01988416,-0.02076774,-0.02218798
1.825,-0.02060253,-0.01940927,-0.02108986,-0.02291712
1.83,-0.01969995,-0.02076988,-0.02089162,-0.02356517
1.835,-0.02005928,-0.02230923,-0.02104827,-0.02252946
1.84,-0.02319193,-0.02153317,-0.02363422,-0.0219778
1.845,-0.02072346,-0.02149342,-0.02263513,-0.02194887
1.85,-0.02097614,-0.02058069,-0.01887302,-0.01891255
1.855,-0.0198572,-0.01808547,-0.02033091,-0.01751743
1.86,-0.01867006,-0.01800873,-0.01698977,-0.01733453
1.865,-0.01672654,-0.01706903,-0.01381917,-0.01535985
1.87,-0.01527349,-0.01521845,-0.01601041,-0.01211185
1.875,-0.01664735,-0.0169446,-0.01264366,-0.01089198
1.88,-0.01464097,-0.01389693,-0.0106667,-0.00984856
1.885,-0.01453305,-0.01192239,-0.01236013,-0.00985189
1.89,-0.01419103,-0.01396869,-0.01127705,-0.0069406
1.895,-0.01356508,-0.01151741,-0.01034818,-0.00629349
1.9,-0.01183288,-0.00973468,-0.00846057,-0.00742818
1.905,-0.01218181,-0.00867311,-0.00762751,-0.0046495
1.91,-0.01371603,-0.00767643,-0.00729041,-0.00244902
1.915,-0.01034843,-0.00799157,-0.00533817,-0.00469005
1.92,-0.00816135,-0.00782751,-0.00385771,-0.00217632
1.925,-0.00763087,-0.00698014,-0.00443177,-0.00176553
1.93,-0.00914523,-0.00578732,-0.00227612,-0.00236017
1.935,-0.0047227,-0.00475855,-0.00180906,-0.0012007
1.94,-0.0043373,-0.00250046,0.00014017,0.00238755
1.945,-0.00235699,-0.00156155,-0.00106538,0.00346066
1.95,-0.00372073,-0.00103663,0.00203245,0.00366003
1.955,0.00029899,0.00049866,0.00066809,0.00395003
1.96,-0.00012386,0.00112808,0.00471107,0.00486716
1.965,-0.00091457,0.0027481,0.00292217,0.00753971
1.97,0.00139259,0.0014678,0.00571321,0.0087329
1.975,-0.0005253,0.00412526,0.00544967,0.00683796
1.98,0.00192407,0.00381782,0.00436418,0.00813892
1.985,8.946e-05,0.00515161,0.00644687,0.00538509
1.99,0.00107911,0.00427409,0.00409089,0.00605937
1.995,0.00016535,0.00352657,0.00348629,0.0057174
2.0,0.00049599,0.00156593,0.00265352,0.00380905
2.005,-0.00219004,-4.36e-06,0.00121544,0.00383931
2.01,-0.00092812,0.00070355,0.00159797,0.00303639
2.015,-0.0026198,-0.0011072,0.00083274,0.00441006
2.02,-0.00318891,0.00016574,0.00132674,0.0059923
2.025,-0.00342924,0.00051302,0.00178388,0.00295123
2.03,-0.00080326,0.0009995,0.00156504,0.00464035
2.035,0.00017617,0.00305773,0.00290857,0.00653242
2.04,0.00089187,0.00105896,0.00529449,0.00618242
2.045,0.00188246,0.00561337,0.00589505,0.00880949
2.05,0.00468521,0.00738483,0.00893307,0.01006876
2.055,0.00599538,0.00974587,0.01038081,0.01360128
2.06,0.00993261,0.01191589,0.0118272,0.01330537
2.065,0.01204157,0.01237686,0.01367931,0.01572148
2.07,0.01431314,0.01606692,0.01814002,0.01744638
2.075,0.01736466,0.0178647,0.01881105,0.01991272
2.08,0.01665443,0.01994736,0.02005943,0.02023038
2.085,0.01853216,0.0209517,0.02014005,0.02314941
2.09,0.021468,0.02080277,0.02222805,0.02370749
2.095,0.02194773,0.02282911,0.02294214,0.02301596
2.1,0.02120701,0.02321025,0.02267635,0.02579906
2.105,0.02259459,0.02247636,0.0236737,0.02191727
2.11,0.02253082,0.02130079,0.02325805,0.02024321
2.115,0.02174557,0.02217408,0.02004343,0.01930196
2.12,0.02074289,0.02028909,0.01760778,0.01762906
2.125,0.01777221,0.01720852,0.0161924,0.01661447
2.13,0.01873686,0.01877914,0.01481257,0.01240867
2.135,0.01453993,0.01596099,0.01133479,0.01077806
2.14,0.0133364,0.01432324,0.00992169,0.01011904
2.145,0.01369781,0.01073312,0.00958889,0.00554856
2.15,0.01091596,0.00916864,0.00491012,0.00577248
2.155,0.01014701,0.00636239,0.00465353,0.0031098
2.16,0.00822941,0.00662134,0.00390522,0.00159683
2.165,0.00820392,0.00551708,0.00376792,0.00135593
2.17,0.00764284,0.00507205,0.00393726,0.00087943
2.175,0.00747786,0.00584113,0.00096879,0.00106042
2.18,0.007848,0.00307962,0.0018583,-0.00073285
2.185,0.00601154,0.00407462,0.000741,0.00049626
2.19,0.00420747,0.00291965,0.00196725,0.00072136
2.195,0.00399885,0.00330796,0.00067119,-0.00324729
2.2,0.00293444,0.00072719,-0.00059902,-0.00256262
2.205,0.00321657,0.00254202,-0.00028965,-3.995e-05
2.21,0.00216942,0.00131376,-0.00098453,-0.00180321
2.215,0.00120166,0.00057343,-0.00051383,-0.00470606
2.22,0.00064618,-0.00059274,-0.00335327,-0.00557118
2.225,0.00170598,-0.00214427,-0.00195687,-0.0059172
2.23,-0.00112735,-0.00188613,-0.00462642,-0.00698399
2.235,-0.00233698,-0.00308899,-0.00573252,-0.00659724
2.24,-0.00443729,-0.00447132,-0.00577312,-0.00768615
2.245,-0.00357526,-0.00519409,-0.00590176,-0.0060351
2.25,-0.00420667,-0.00481587,-0.00521301,-0.00738136
2.255,-0.00295582,-0.00505246,-0.00623337,-0.00785493
2.26,-0.00494942,-0.0052313,-0.00810867,-0.00636076
2.265,-0.00172517,-0.00510433,-0.00515591,-0.00499254
2.27,-0.00289181,-0.00275427,-0.0053372,-0.00740446
2.275,-0.00309545,-0.00434532,-0.00582996,-0.00920418
2.28,-0.00125076,-0.00391389,-0.00477358,-0.0070859
2.285,0.00128191,-0.00518911,-0.0060936,-0.00586239
2.29,0.00049531,-0.00466648,-0.00345214,-0.00756898
2.295,-0.00098619,-0.00399895,-0.00341842,-0.00518869
2.3,-0.00365555,-0.00183697,-0.00742377,-0.00787332
2.305,-0.0022623,-0.00652406,-0.00789472,-0.00830521
2.31,-0.00501335,-0.00673451,-0.00925149,-0.00939713
2.315,-0.0065321,-0.0072395,-0.00970133,-0.01225907
2.32,-0.00910369,-0.01122537,-0.01045505,-0.01429686
